Found!ဂတိ	ကတိ
Found!ဝန် းကျင်	ဝန်းကျင်
Found!ဝပ်ရှော့လး	ဝပ်ရှော့လေး
Found!ဝမ်းနည်းလားပီ	ဝမ်းနည်းလားပြီ
Found!ဝယ်မေတယိ	ဝယ်နေတယ်
Found!ဝယ်ပီးသွားပီး	ဝယ်ပြီးသွားပြီး
Found!ဝယ်လိုက်မိ်တယ်	ဝယ်လိုက်မိတယ်
Found!သတင်းထောက်တိ်ုင်း	သတင်းထောက်တိုင်း
Found!သတင်းထောက	သတင်းထောက်
Found!တနားစရာ	သနားစရာ
Found!သပိတ်မှောက်ဆို့ 	သပိတ်မှောက်စို့
Found!သဘွယ်	သဖွယ်
Found!သဘောတရားိကု	သဘောတရားကို
Found!သဘောတူးချက်	သဘောတူချက်
Found!သဘောတူး	သဘောတူ
Found!သဘာပဲ	သဘောပဲ
Found!သရက်သီ	သရက်သီး
Found!တရုတ်ဆောင်	သရုပ်ဆောင်
Found!သိ်မယ်	သိမယ်
Found!သိမြင်နိူင်စွမ်း	သိမြင်နိုင်စွမ်း
Found!သိရမေ	သိရမယ်
Found!သိလိုက်တရ်	သိလိုက်တယ်
Found!သိသိသာသာကြိး	သိသိသာသာကြီး
Found!သီချင် းခွေ 	သီချင်းခွေ 
Found!သူတိို့ကို	သူတို့ကို
Found!သူ တို့ ိကို	သူ တို့ကို
Found!သူတို ့လဲ 	သူတို့လဲ 
Found!ဗိသူတွေ	သူတွေ
Found!သရဲဘောကြောင်	သူရဲဘောကြောင်
Found!သူ့ကိ်ု	သူ့ကို
Found!သူအနေနဲ့	သူ့အနေနဲ့
Found!သူ့အလှညိ့	သူ့အလှည့်
Found!သေခြာသလောက်	သေချာသလောက်
Found!သေဆုုံး ကုန်ရတယ်	သေဆုံး ကုန်ရတယ်
Found!သေသေခြာခြာ	သေသေချာချာ
Found!သေ၀ပ်သည်	သေ၀ပ်သည်
Found!သံတမာန်	သံတမန်
Found!သံတုတ်ကိ်ု	သံတုတ်ကို
Found!သံယောဇ႕ဉ်	သံယောဇ႕ဉ်
Found!သံလွင့်	သံလွင်
Found!သံဿယ	သံသယ
Found!သို ့မဟုတ် 	သို့မဟုတ် 
Found!သို့သော်လညး်	သို့သော်လည်း
Found!သက်ကြီးရွယ်အိ်ု	သက်ကြီးရွယ်အို
Found!သက်ဆိုင်တယ့်	သက်ဆိုင်တဲ့
Found!သက်ဆိ်ုင်ရာ	သက်ဆိုင်ရာ
Found!သက်တန်းကုန်	သက်တမ်းကုန်
Found!သက်သက်ခိူင်	သက်သက်ခိုင်
Found!သက်ဉီးဆံပိုင်	သက်ဦးဆံပိုင်
Found!သောက်စားချင်တိ်ုင်း	သောက်စားချင်တိုင်း
Found!သောက်တလွဲံ	သောက်တလွဲ
Found!သင်ကြားမဲ့	သင်ကြားမယ့်
Found!တင်ခိုင်းစေချင်တယ်	သင်ခိုင်းစေချင်တယ်
Found!သင်္ချာိ	သင်္ချာ
Found!သင်တန်းသားတွေံ	သင်တန်းသားတွေ
Found!သင်ဖြူ းဖျာကလေး	သင်ဖြူးဖျာကလေး
Found!သင်မဲ့	သင်မယ့်
Found!သင့်တော့	သင့်တော်
Found!သင် ့	သင့်
Found!သငိးသင်း	သင်းသင်း
Found! ၂သောင်	၂သောင်း
Found!သည့်ခံတယ်	သည်းခံတယ်
Found!သည့်ခံနိူင်တဲ့	သည်းခံနိုင်တဲ့
Found!သီးခံပေးပါဦး	သည်းခံပေးပါဦး
Found!သည့်မခံနိူင်တဲ့	သည်းမခံနိုင်တဲ့
Found!သုတ်သုင်	သုတ်သင်
Found!သန့်၇ှင်းမှု	သန့်ရှင်းမှု
Found!သန် ့ရှင်းရမယ် 	သန့်ရှင်းရမယ် 
Found!သန် းပေါင် းများစွာ	သန်းပေါင်းများစွာ
Found!သိန်းတထောင်ကျော်	သိန်းတစ်ထောင်ကျော်
Found!သနိ်းတစ်ထောင်	သိန်းတစ်ထောင်
Found!သိန် း	သိန်း
Found!သိန် း 	သိန်း
Found!သိ်ပ်ကို 	သိပ်ကို 
Found!သိတ်ဂရုမစိုက်ကြလို့	သိပ်ဂရုမစိုက်ကြလို့
Found!သိပံ္ပနည်းကျ 	သိပ္ပံနည်းကျ 
Found!သိပ်မှားတါ	သိပ်မှားတာ
Found!ိသိပ်	သိပ်
Found!သိမ်းဌက်	သိမ်းငှက်
Found!သီမ်းဆည်းခဲ့ ပြီး 	သိမ်းဆည်းခဲ့ ပြီး 
Found!သိ်မ်းယူဖို့ 	သိမ်းယူဖို့ 
Found!သုံးစဲပွါ	သုံးစွဲပါ
Found!သုံနှစ်	သုံးနှစ်
Found!သှုံနှစ်	သုံးနှစ်
Found!သုံးလို့တို့	သုံးလို့တော့
Found!သြစတေးလျှ	သြစတေးလျ
Found!သွားတောမယ်တဲ့	သွားတော့မယ်တဲ့
Found!သာံးတွေ့	သွားတွေ့
Found!သွားထိ်ုင်	သွားထိုင်
Found!သွာူပါတယ်	သွားပါတယ်
Found!သွားဖို	သွားဖို့
Found!သွားဲရကြောင်း	သွားရဲကြောင်း
Found!သွေဖည်နိုင်	သွေဖယ်နိုင်
Found!သွေဖည်	သွေဖယ်
Found!သွေးကြောကျဥ်း	သွေးကြောကျဉ်း
Found!သွငး်ကုန်	သွင်းကုန်
Found!သွန်းကုန်	သွင်းကုန်
Found!သွယ်တန်းပေးနိူင်ဆဲ	သွယ်တန်းပေးနိုင်ဆဲ
Found!ဟောပြောနေစဉ့်	ဟောပြောနေစဉ်
Found!ဟိုဖက်ဒိဖက်	ဟိုဖက်ဒီဖက်
Found!ဟိုးရင်က	ဟိုးအရင်က
Found!ဟုတ္ကဲ့	ဟုတ်ကဲ့
Found!ဟုတ်နေခဲ့တာဘဲ	ဟုတ်နေခဲ့တာပဲ
Found!အကူညီတောင်ခံတာပါ	အကူညီတောင်းခံတာပါ
Found!အကူအညီတောင်မလား	အကူအညီတောင်းမလား
Found!အကောင်အထည် ဖေါ်နေတဲ့ 	အကောင်အထည် ဖော်နေတဲ့ 
Found!အကောင်အထည် ဖောက်နိုင်ဖို့	အကောင်အထည် ဖော်နိုင်ဖို့
Found!အကောင်းဆုံးဖစ်အောင်	အကောင်းဆုံးဖြစ်အောင်
Found!အကုန်ရပီမလားတယ့်	အကုန်ရပီမလားတဲ့
Found!အကျိူးကျေးဇူး	အကျိုးကျေးဇူး
Found!အကျိုးစီးပွါး	အကျိုးစီးပွား
Found!အကျိုူးပေးမှာပါ	အကျိုးပေးမှာပါ
Found!အကျီူးပြုနေလို့ပါ	အကျိုးပြုနေလို့ပါ
Found!အကျိုးရလာဒ်	အကျိုးရလဒ်
Found!အကျင်း 	အကျင့်
Found!အကြပ်အတည်း	အကျပ်အတည်း
Found!အကျယ်တဝန့်	အကျယ်တဝင့်
Found!အကြိးအကျယ်	အကြီးအကျယ်
Found!အကြံအဉာဏ်	အကြံဉာဏ်
Found!အကြုိက်ဆုံး	အကြိုက်ဆုံး
Found!အကြောင် းတွေပဲ 	အကြောင်းတွေပဲ 
Found!အကြောငး်ပြ	အကြောင်းပြ
Found!အကြောငး်မျိုးမျိုး	အကြောင်းမျိုးမျိုး
Found!အကြောင် း 	အကြောင်း 
Found!အကြည့့်	အကြည့်
Found!အကျိတ်အနယ်	အကြိတ်အနယ်
Found!အကျပ်ရိုက်	အကြပ်ရိုက်
Found!အကြမ်းဘက်သမား	အကြမ်းဖက်သမား
Found!အကြမ်းဘက်	အကြမ်းဖက်
Found!ပကြမ်းဖျင်း	အကြမ်းဖျင်း
Found!အခိ်ုင်အမာ	အခိုင်အမာ
Found!အခိ်ုင်းအစေ	အခိုင်းအစေ
Found!အခန်းအနား	အခမ်းအနား
Found!အချုစ်	အချုစ်
Found!အချိနါကုန်သွားတယ်	အချိန်ကုန်သွားတယ်
Found!ချိန်တန်ရင်	အချိန်တန်ရင်
Found!ချုပ်အခြာအာဏာ	အချုပ်အခြာအာဏာ
Found!အခြေနေ	အခြေအနေ
Found!အခြေပနေ	အခြေအနေ
Found!အခွင် ့အရေး	အခွင့်အရေး
Found!အငြိုတေးထားခြင်း	အငြိုးတေးထားခြင်း
Found!အငြင်းပွါးမှု	အငြင်းပွားမှု
Found!အစပိုင် း 	အစပိုင်း 
Found!အစား ့ 	အစား 
Found!အစိအစဉ်	အစီအစဉ်
Found!အစိုးရရက	အစိုးရက
Found!အစိုးရတုံးက	အစိုးရတုန်းက
Found!အစမ်ပ	အစမ်း
Found!အစွဲအလမ်းကြီးပီး	အစွဲအလမ်းကြီးပြီး
Found!အဆောက်အဉီ	အဆောက်အဦး
Found!အဆင်ပြ	အဆင်ပြေ
Found!အဆင်မပြေမှု့	အဆင်မပြေမှု
Found!အဆင်မပြေမှူ	အဆင်မပြေမှု
Found!အဆင်သင့် ဖစ်ပြီလား	အဆင်သင့် ဖြစ်ပြီလား
Found!အဆင့်အတန်းသိအောင်လုပ်ပြစ်လိုက်	အဆင့်အတန်းသိအောင်လုပ်ပစ်လိုက်
Found!အဆိပ်ဓါတ်ငွေ့	အဆိပ်ဓာတ်ငွေ့
Found!အဆုံးမတော့ 	အဆုံးမတော့ 
Found!အတူူတူ	အတူတူ
Found!အတော်များများကြ	အတော်များများက
Found!အတာ် လေးကောင် းပါတယ် 	အတော် လေးကောင်းပါတယ် 
Found!အတော် အသင် ့ 	အတော် အသင့်
Found!အတိ်ုင်ပင်ခံ	အတိုင်ပင်ခံ
Found!အတိုင်သာ	အတိုင်းသာ
Found!အတည်ပြုနိ်ုင်တဲ့	အတည်ပြုနိုင်တဲ့
Found!အတည်ပြုဖို	အတည်ပြုဖို့
Found!အတတ်နိူင်ဆုံး	အတတ်နိုင်ဆုံး
Found!အတက်ပညာ	အတတ်ပညာ
Found!အတိ်တ်	အတိတ်
Found!အတေ့်အကြုံ	အတွေ့အကြုံ
Found!အတကွ်က	အတွက်က
Found!အသဝက်	အတွက်
Found!အတွင် းထဲ	အတွင်းထဲ
Found!အထူးဘဲ	အထူးပဲ
Found!အထုူး	အထူး
Found!အထဲမှာကိုဘဲ	အထဲမှာကိုပဲ
Found!အထောက်အပှံ့	အထောက်အပံ့
Found!အဓိကတော့	အဓိကကတော့
Found!အဓိကမကြပါ	အဓိကမကျပါ
Found!အဓမ ္မ	အဓမ္မ
Found!အနာဂါတ်	အနာဂတ်
Found!အနားမယူမိခဲဲ့ရင် 	အနားမယူမိခဲ့ရင် 
Found!အနီအနား	အနီးအနား
Found!အနာပညယ	အနုပညာ
Found!အနှပညာ	အနုပညာ
Found!အနုအညွှန့် 	အနုအညွန့်
Found!အနနဲ့တော့	အနေနဲ့တော့
Found!အနေနဲ.သာ	အနေနဲ့သာ
Found!အနေနဲ	အနေနဲ့
Found!အနံ ့	အနံ့
Found!အနံ ့အသက်	အနံ့အသက်
Found!အနိူင်ယူမယ့်	အနိုင်ယူမယ့်
Found!အနည် းငယ်	အနည်းငယ်
Found!အနည်းယေ်	အနည်းငယ်
Found!ဘအနိမ့်ဆုံး	အနိမ့်ဆုံး
Found!အနှောက်အယှက်	အနှောင့်အယှက်
Found!အနှောက်အယှက်	အနှောင့်အယှက်
Found!အနစ်သာရ	အနှစ်သာရ
Found!အပါအယင်	အပါအဝင်
Found!အပုူတပြင်း	အပူတပြင်း
Found!အေပါ်မှာ	အပေါ်မှာ
Found!အပေါ	အပေါ်
Found!အပိုင် း	အပိုင်း
Found!အပစ်အခက်	အပစ်အခတ်
Found!အပျာ်အပါးတွေ	အပျော်အပါးတွေ
Found!အပျင်းပြေလာ	အပျင်းပြေလား
Found!အပြေားအဆို	အပြောအဆို
Found!အပစ်တင်	အပြစ်တင်
Found!အပစ်မြင်ပါတော့တယ်	အပြစ်မြင်ပါတော့တယ်
Found!အဖီးကျိူးများ	အဖီးကျီးများ
Found!အဖိုးတန်း	အဖိုးတန်
Found!အဖြေရှာပေးလိမ် ့မည် 	အဖြေရှာပေးလိမ့်မည် 
Found!အဖြစ်ဆိူး	အဖြစ်ဆိုး
Found!အဖွဲ့ငယ်ပေါင်းး	အဖွဲ့ငယ်ပေါင်း
Found!အဖွဲ ့ ဝင် 	အဖွဲ့ဝင် 
Found!အဖွဲ ့အစည်းများ	အဖွဲ့အစည်းများ
Found!အမ်မလေး	အမလေး
Found!အမောငိ	အမောင်
Found!အံမရ်	အမယ်
Found!အများကြိး	အများကြီး
Found!အများစကု	အများစုက
Found!အမျိိုးကု	အမျိုးကု
Found!အမျိူးသမီး	အမျိုးသမီး
Found!အမျီုူသမီး	အမျိုးသမီး
Found!အမျိုုးသမီး	အမျိုးသမီး
Found!အမျိ ုးသား	အမျိုးသား
Found!အမျိူးသား	အမျိုးသား
Found!အမှာအမှန်	အမှားအမှန်
Found!အမှူစစ်	အမှုစစ်
Found!အမှုလိုက်ခဲတာ	အမှုလိုက်ခဲ့တာ
Found!အမိူက်ပုံ	အမှိုက်ပုံ
Found!အမိူက်	အမှိုက်
Found!အမှောင်ကြတဲ့ညပေါ့	အမှောင်ကျတဲ့ညပေါ့
Found!အမှတ်တမဲ ့	အမှတ်တမဲ့
Found!အမှတ် တေလည်း	အမှတ် တွေလည်း
Found!အမှတ်၇တယ်	အမှတ်ရတယ်
Found!အမှန်နရား	အမှန်တရား
Found!အမှန်အတိ်ုင်း	အမှန်အတိုင်း
Found!အရယူပေခဲ့တဲ့	အရယူပေးခဲ့တဲ့
Found!အရာ၇ှိ	အရာရှိ
Found!အရေကျုံ ့ပြီ	အရေကျုံ့ပြီ
Found!အရည်အတွက်	အရေအတွက်
Found!အရေးအပေါ်	အရေးပေါ်
Found!အေ၇းယူနိုင်ဖို့	အရေးယူနိုင်ဖို့
Found!အရေးယူနိ်ုင်မယ့်	အရေးယူနိုင်မယ့်
Found!အရင်ကထပ်	အရင်ကထက်
Found!အရင်တုံးက	အရင်တုန်းက
Found!အရင် းနှီးနည် းတယ်	အရင်းနှီးနည်းတယ်
Found!အရင် းနှီး 	အရင်းနှီး 
Found!အရင် းအနှီးလုပ် ခိုင် းမည်	အရင်းအနှီးလုပ် ခိုင်းမည်
Found!အရောင် းအဝယ် လုပ် ခြင် း	အရောင်းအဝယ် လုပ် ခြင်း
Found!အရရစ်ကျ	အရစ်ကျ
Found!အရေအသွေး	အရည်အသွေး
Found!အရမ်းကျနေတပြီး	အရမ်းကျနေပြီး
Found!အရှုံးပေါ်နေစဲ	အရှုံးပေါ်နေဆဲ
Found!အလကားပေသုံး	အလကားပေးသုံး
Found!အလကားရနိူင်တာ	အလကားရနိုင်တာ
Found!အလိုမရှိဖူး	အလိုမရှိဘူး
Found!အလိုအလောက်	အလိုအလျောက်
Found!အလင်ပြပေပါ	အလင်းပြပေးပါ
Found!အလုပ်ကိ်ု 	အလုပ်ကို
Found!အလုပ်လုပ်မဲ့	အလုပ်လက်မဲ့
Found!အလုပ်သမာ	အလုပ်သမား
Found!အလုံုးစုံု	အလုံးစုံ
Found!အလျှော်လိုချင်တာမျိုး	အလျော်လိုချင်တာမျိုး
Found!အလွှဲသုံးစာမှုနဲ့တော့	အလွဲသုံးစားမှုနဲ့တော့
Found!အလွှဲသုံးစားလုပ်တယ်	အလွဲသုံးစားလုပ်တယ်
Found!အလွန်ဘဲ	အလွန်ပဲ
Found!အလွန်အကျွှံ	အလွန်အကျွံ
Found!အလွှန်	အလွန်
Found!အလှုရှင်	အလှူရှင်
Found! အလှမ် းမဝေးတဲ့ 	 အလှမ်း မဝေးတဲ့ 
Found!အလှမ် းမဝေးပါစေနှင် ့	အလှမ်းမဝေးပါစေနှင့်
Found!အလ ျှင်း	အလျှင်း
Found!အဝတ်လျော်စက်	အဝတ်လျှော်စက်
Found!အဝတ်လျော်ရင်	အဝတ်လျှော်ရင်
Found!အသေရေဖျက်မှု	အသရေဖျက်မှု
Found!အသအပျောက်	အသေအပျောက်
Found!အသက်မပြည်သေးတဲ့	အသက်မပြည့်သေးတဲ့
Found!အသက်ရှုကျပ်	အသက်ရှူကြပ်
Found!အသက်ရှင်ဉီးမှာပါ	အသက်ရှင်ဦးမှာပါ
Found!အသင် းရှိသလို	အသင်းရှိသလို
Found!အသင် းလဲ ရှိသည် 	အသင်းလဲ ရှိသည် 
Found!အသင် းလဲ	အသင်းလဲ
Found!အသင် းသား	အသင်းသား
Found!အသင် း 	အသင်း 
Found!အသင် း 	အသင်း 
Found!အသိ်ုင်းအဝိုင်း	အသိုင်းအဝိုင်း
Found!အသုံးချလိုက် ခြင် း	အသုံးချလိုက် ခြင်း
Found!အသွင်းအပြင်	အသွင်အပြင်
Found!အာဏာပိုငင်	အာဏာပိုင်
Found!အာဏိသင်တွေ	အာနိသင်တွေ
Found!အာမညောင်းသရွေ ့	အာမညောင်းသရွေ့
Found!အာရုံစိုက်နိုင်တာ်	အာရုံစိုက်နိုင်တောင်
Found!အာရုံမစိုက် သင် ့ပါ	အာရုံမစိုက် သင့်ပါ
Found!အာရုံး	အာရုံ
Found!အာရှနိ်ုင်ငံ	အာရှနိုင်ငံ
Found!အားကစားဘတ်	အားကစားဘက်
Found!အာကိုးမလဲ	အားကိုးမလဲ
Found!အားနားချက်	အားနာချက်
Found!အားပေးလှုန့်ဆော်တာမျိုး	အားပေးလှုံ့ဆော်တာမျိုး
Found!အားပေး အားမြှောက်မှု့	အားပေး အားမြှောက်မှု
Found!အားပေးအားမြောက်	အားပေးအားမြှောက်
Found!အားလု့း	အားလုံး
Found!အီသီယိုးပီးယာား	အီသီယိုးပီးယား
Found!ဥပတီရုပ်	ဥပတိရုပ်
Found!ဥမမာ 	ဥပမာ 
Found!ဉီးဆောင်	ဦးဆောင်
Found!၁၀ဉီး	၁၀ဦး
Found!ဉီးတင်မောင်ဆွေ	ဦးတင်မောင်ဆွေ
Found!ဦးထွန်းနိူင်	ဦးထွန်းနိုင်
Found!ဦုးလေးကလဲ	ဦးလေးကလဲ
Found!ဧပြီလမွး	ဧပြီလဖွား
Found!အဲဒါမျိး	အဲဒါမျိုး
Found!အဲဒီလိုနဲ 	အဲဒီလိုနဲ့
Found!အဲဒီတုန်းက	အဲဒီ့တုန်းက
Found!အဒီဲမှာ	အဲဒီ့မှာ
Found!အဲဒီမှာ	အဲဒီ့မှာ
Found!အဲဒီအတွက်	အဲဒီ့အတွက်
Found!အဲ့လိုဆိူရင်ကော	အဲ့လိုဆိုရင်ကော
Found!အဲလိုဘဲ	အဲ့လိုပဲ
Found!အံ့သြောစရာ	အံ့သြစရာ
Found!အံ့သြတုန်လုပ်	အံ့သြတုန်လှုပ်
Found!အံ့သြဖွယ်ရာ	အံ့သြဖွယ်ရာ
Found!အံ့အားသင် ့ စရာက 	အံ့အားသင့်စရာက 
Found!အံ့ကြတာလဲ	အံ့ဩကြတာလဲ
Found!အိုထှာအေ	အိုတာအေ
Found!အိုရမဲ့လူ	အိုရမယ့်လူ
Found!ဥက ္ကလာပ	ဥက္ကလာပ
Found!အင်္က ျီ	အင်္ကျီ
Found!အိင်္ကျီ 	အင်္ကျီ
Found!အင်္ဂ ါ 	အင်္ဂါ
Found!အင်တာပျူ 	အင်တာဗျူး
Found!အင်းအားဖြည့်	အင်အားဖြည့်
Found!အောင်နိူင်စိုး	အောင်နိုင်စိုး
Found!အောင်ပီးသား	အောင်ပြီးသား
Found!အောင်ပွွဲဝင် 	အောင်ပွဲဝင်
Found!အောင်မြင်မှု့	အောင်မြင်မှု
Found!အိုင် ဒီယာကောင် းတွေရှိရင်	အိုင် ဒီယာကောင်းတွေရှိရင်
Found!အိုင် ဒီယာကောင် း	အိုင် ဒီယာကောင်း
Found!အိုင်အက်စ	အိုင်အက်စ်
Found!အစ်က်ု	အစ်ကို
Found!အစ္စလာ်မ်မစ်ဘာသာ	အစ္စလာမ်မစ်ဘာသာ
Found!အစ္စလာမ်မ်စ	အစ္စလာမ်မ်
Found!အိ်တ်ဖွင့်ပေးစာ	အိတ်ဖွင့်ပေးစာ
Found!ဓမန္တရာယ်	အန္တရာယ်
Found!အန္တရယ်	အန္တရာယ်
Found!အန္တ/ရာယ်	အန္တရာယ်
Found!အန္တာရယ်	အန္တရာယ်
Found!အန္တာရာယ်	အန္တရာယ်
Found!အိမ်းခန်း	အိမ်ခန်း
Found!အိမ်တအိမ်	အိမ်တစ်အိမ်
Found!အိမ ်ထောင်သည် 	အိမ်ထောင်သည် 
Found!အိ်မ်ထောင်	အိမ်ထောင်
Found!အိမ်နီးချင်းနိ်ုင်ငံတွေ	အိမ်နီးချင်းနိုင်ငံတွေ
Found!အိန်မီးချင်း	အိမ်နီးချင်း
Found!အွန်လိုင်းစံနစ်	အွန်လိုင်းစနစ်
Found!အွန်လိ်ုင်း	အွန်လိုင်း
Found!၄င်းတို	၄င်းတို့၏
